Order,User Name,Date,Time,Like Count,Comment,User Link,Sentiment Score,Sentiment Category,Related_to_Feminism
74948,@minximayhem,24/7/2023,22:29:28,0,"your dad must have fallen asleep after the 2001 space odyssey beginning cos there is no way
im not sure why you didnt mention how this movie ends with the kens asking for equality and
representation in government and the barbies saying no they can have menial roles and tough
shit because until women get better treatment in the real world they stay second class citizens
how progressive d that motherhood is patriarchy and bad ken does what he does because the
kens are literally nothing without a barbie acknowledging them they dont even have homes and
just stand around the beach until a barbie sees them then they compete for their attention
when he comes to the real world and sees men arent slaves but run everything he has an epiphony
and takes patriarchy and horse erotica back to barbieland it made me physically ill
people that love this trash need serious mental health attention asap
oh yeah drag queen barbie this movie end with barbie looking like shes going for a job interview
but its really a gyno visit so for all those hailing it as so trans its a terf movie
cos to be human barbie needs a healthy vagina",http://www.youtube.com/channel/UC7Xpv-JOEuVFmhQWZbOywRg,0.5602,positive,True
74957,@QueenBoadicea,24/7/2023,22:01:50,1,its amazing that a film thats ostensibly for little girls has inspired so much debate controversy and passionate feeling i did see film barbie as a powerful female figure she hangs in a place thats specifically tailored for her she spends loads of time with her girlfriends they have jobs hobbies and careers that dont reveal around men they dont fight or squabble over boys in fact they dont seem to care much about the men at all and that includes barbie herself these women dont hate men they just dont obsess over or even talk about them until the boys start causing trouble this is a film thats vehemently against the idea of a typical hea this girl doesnt wind up with the boy shes doesnt even want the boy she just wants to be her own person separate and complete ken exists but solely to be with barbie thats why hes specifically made to be a girls toy and not a boys while ken battles to bring patriarchy to barbieland he gradually comes to realize that its not what he wants he needs to find autonomy too and an existence that doesnt revolve around barbie its a terrific message even if other people carry away an entirely different viewpoint agree to disagree,http://www.youtube.com/channel/UC5Pt3P6h_ZnXulxqmLJVNfg,0.836,positive,True
74959,@fredskull1618,24/7/2023,21:42:42,0,art thrives on interpretation yes the narrative delves into feminism and patriarchy but isnt it refreshing to see barbie exploring realworld issues the film provides representation for a diverse set of characters enriching barbies universe the portrayal of ken exploring his own identity was a fascinating comment on gender dynamics and barbie evolving beyond her perfect world offers a more relatable role model for todays audience so instead of a trip down memory lane were given a movie that sparks discussions on pressing societal issues thats a bold move for barbie and i argue its a step in the right direction,http://www.youtube.com/channel/UC5Nf5KtG-Sco2OWBCfmszgQ,0.9393,positive,True
74965,@omeletufomash,24/7/2023,20:51:08,0,i saw the movie  i am a men and i loved how the movie portrayed the existential crisis of being a man unlike barbie a man is not worth ir because he is a man but barbie just for being a woman she is perfect gosh even in barbieland no women has knowledge even doctors were useless because they healed themselves  overall is a fantasy movie for women such as we as men having rambo rocky etc  however we also enjoyed movies with female protagonist such as alien terminator etc because they see man and woman as complements and not just accesories,http://www.youtube.com/channel/UCye-FYGEz6lsNymgnyb7yUw,0.5525,positive,True
74992,@litman5584,24/7/2023,18:39:42,13,modern feminism is revenge based not equality,http://www.youtube.com/channel/UC2b53_rzyPYfcn3gtO0ZHgA,-0.5267,negative,True
75024,@dimitriosz007,24/7/2023,17:24:24,0,"the film barbie disappoints on multiple levels as it pushes an overly political agenda and fails to deliver a genuinely empowering message rather than being the enjoyable and lighthearted comedy it was marketed as the film veers into a feminist lecture that alienates its audience including the fans of barbie the director greta gerwig seems to have infused the movie with her ultrawoke mindset resulting in a lack of nuance and depth

from the outset the movie feels like a trojan horse disguising its heavyhanded agenda of perceived male hatred and an obsession with dismantling the patriarchy the supposed empowerment narrative turns out to be a thinly veiled manbashing exercise that trades humor for misguided messages about sexism and patriarchy even the barbieken romance is undermined perpetuating a narrative that emasculates male characters rather than promoting healthy equal relationships

as the plot unfolds the movie takes an unexpected turn with barbies struggle with menopause a topic that feels disconnected and adds to the films lack of coherence the portrayal of ken as a deranged antagonist and the subsequent attempt to establish a matriarchal society in barbie land further detract from the movies credibility

the films failure to balance entertainment with meaningful storytelling exposes larger issues within hollywood as it appears more focused on pushing biased feminist agendas than fostering creativity and joy the movies divisive and biased messages are harmful doing a disservice not only to young girls and women but also to men and families

moreover the films lgbtq connotations may not be inherently problematic but their execution and portrayal could be concerning particularly when aimed at a young audience it is essential to approach such themes with sensitivity and thoughtfulness considering the ageappropriateness of the content and its potential impact on young minds

in conclusion i cannot recommend barbie to anyone seeking an enjoyable and meaningful cinematic experience the films promotion of the fifth wave of feminism seems to have lost sight of what true empowerment means for both women and men it is a shame that such potential for a masterpiece was squandered by the directors agendadriven approach highlighting the broken state of hollywood today this film could have been great but it ultimately falls flat echoing the problematic trends seen in some disney films as well

considering its flaws i would advise against letting young audiences especially nieces and daughters watch this film instead we should seek content that promotes genuine empowerment and fosters positive values",http://www.youtube.com/channel/UCqgVepXxYoYmtR8OBJUJ_iA,0.9755,positive,True
75027,@catbert2412,24/7/2023,17:15:27,1,havent watched this piece of crap movie but from reviews ive heard i found it kind of interesting how apparently when the patriarchy came to barbie land it pretty much became a utopia where everyone was happy  it was the feminists having to rebrainwash the barbies leading back to depression for pretty much everyone in the land,http://www.youtube.com/channel/UCVUR8zoZBSC7VM0nnkxGVyA,0.8981,positive,True
75044,@Kituchxy,24/7/2023,16:51:37,1,"what nooooooooo not you too whats so interesting about people completly missing the actual message of this movie in order to call it feminist trash like stop lying just stop theres no point to it the movie is not for kids its a pure satire and has tremendously good message of equality for both genders if u actually watched the movie until the endind youd know if u dont like it either dont talk about it at all or say ur actual feelings about dont fill me up with social media bullshit reports like ur not that stupid 
i used to really like ur channel but this video completly pointless the thing that made u such an incredible creator was that u had ur own opinions about stuff and analysed things with ur own brain cells that was what made u stand out not trashing on good movies just for sake of agreing with social media tweets and go with the flow like any other youtuber 
like seriously u used to be so charismatic and smart i really didnt think u would also fall for such dumb shit like the barbie brainwashed haters 
fr im so dissapointed i loved ur channel so much i thought u could actually diffrenciate woke movies aka peter pan  wendy with brilliant satires that mock both patriarchy and matrairchy to show how stupid gender battles are like in this case barbie is simply the best exemple of a movie like that like please just stop trashing on every modern movie that isnt independant or made by a older director stop why are u doing that and better what do u get out of that what social media ideology could possibly be worth losing ur whole charisma and sense of actual thinking in order to just agree with it
seriously mediaholic this one was just not it reallly terrible video i hope one day u really find yourself again because this this is just ridiculous hatrain trend of a movie that we all know is already iconic and really could entertain anyone if people were just willing for once to analysing the movie for themselfs and think with their own brains instead of letting social media decide everything",http://www.youtube.com/channel/UCLEcHVjhKjeycnwdgQ-JgBw,0.9705,positive,True
75055,@iAmBeaTLes,24/7/2023,16:25:15,0,"if it had been about accepting yourself and accepting change in your body and aging and how beautiful life can be even though its painful that would have been beautiful 

all the patriarchy bullshit was unnecessary and ruined it for me",http://www.youtube.com/channel/UC9CikptnW0TfAiUCCQgNIAQ,0.4939,positive,True
75062,@Hiraghm,24/7/2023,16:15:08,1,"it sounds to me like they took the feminazi view of the stereotypical patriarchy and reversed it
kind of see how you like it
setting up a straw man argument",http://www.youtube.com/channel/UCxNBxJobaYntmgGCOqFNCcg,0.3612,positive,True
75066,@dcpack,24/7/2023,16:12:42,0,because the barbieland they created was pretty fun once again because the barbies were accountable to no one no one had to fix the plumbing electrical systems pave the roadsetc the producers targeted their audience like pros the barbies were actually living the lives of trophy wives feminism right were women enjoy the benefits of an advanced society but have to do no work to build the infrastructure necessary for that society,http://www.youtube.com/channel/UCoJso0Kcure3faDq3M-IAyg,0.7135,positive,True
75091,@Matthew.Wade27,24/7/2023,15:35:06,1,its not even just feminismin the traditional sense its third wave feminism and outright misandry its delivered so hamfisted and onthenose that only modern hollywood could have produced it,http://www.youtube.com/channel/UCHBi0rANKJDDVELfDIWb-wg,0.0,neutral,True
75096,@jadeschultz1449,24/7/2023,15:23:51,0,i think what they were trying to go for about the whole kendom and patriarchy in barbie land wasnt to show what it was like before women got rights but to show what women had to face back then and how we were unequal to men  and still are to this day but they were trying to put it in a different perspective dont get me wrong i do think them over explaining everything was really annoying and i dont like how they tried to make this movie into a political statement but i do get what they were trying to say and i agree in some aspects i think they should of just did it in another way,http://www.youtube.com/channel/UCCfF5vxOS0XA5oqdUfswcnw,-0.345,negative,True
75111,@Timbermannetje,24/7/2023,15:01:02,0,"with patriarchy shit actually happen even though females need to take supportive roles 
with feminism people are divided everybody is frustrated in general ",http://www.youtube.com/channel/UC6a2l-T4Cwqi6P9PSuc7lAA,-0.7003,negative,True
75114,@lyteskys1,24/7/2023,14:54:52,0,everyone complaining about the feminism but not realizing the only way to beat the creepy pedo and trans people is through feminism yas girl rise up and defend yourselves your sports and your beliefs and most of importantly the kiddos,http://www.youtube.com/channel/UCWux4OGJfcUlR9GGhnIZvjA,0.4529,positive,True
75117,@4G3NTOR4NG3,24/7/2023,14:52:05,0,didnt ken and the other kens take over in barbieland or whatever and forced the barbies into oppressive and stereotypical gender roles against their will could be taken as fascist propaganda too how about this why dont you conservatives find a real problem to whine about,http://www.youtube.com/channel/UC2tvi-0XTsBk82qMUrgJpcA,-0.9382,negative,True
75121,@pandora4768,24/7/2023,14:48:34,0,what is wrong with feminism i suggest you delve into the subject of feminism before falsely dismissing it as misandry,http://www.youtube.com/channel/UC-vwFde8-USJdyrovDaj6SA,-0.4767,negative,True
75123,@GetonthestiiX,24/7/2023,14:48:09,0,my 9 yo daughters first question after leaving the theater was daddy what is the patriarchy when i tried to explain it to her she straight up told me it wasnt real the reason being that she has been inundated with nothing but this kind of girl boss drivel for the entirety of her short life   while im sure this movie feels like a pat on the back to woke millennials and liberal gen xers i think that using patriarchal white supremacist capitalist machines like mattel and hollywood to push feminist and diversity agendas does more to obscure the issues and shield corporations from the larger role they play in them,http://www.youtube.com/channel/UCmPiur4n5KdXRFtXO_p0FHA,0.9294,positive,True
75124,@JoaoMariaNunes,24/7/2023,14:44:23,0,i wish people start calling things by their real names matriarchy and patriarchylol,http://www.youtube.com/channel/UC-Ws-Wd1Lbwe8n9l80iu6nA,0.4019,positive,True
75148,@barnabusdoyle4930,24/7/2023,14:05:00,0,i saw the movie as showing the similarities between what feminism wants the world to be and the way they see the world how they treat kens like they think men treat women in the real world i see the movie as making fun of the whole extreme woke and feminist movement,http://www.youtube.com/channel/UCb0Ak7TJf0vCSInx8-vjP2A,0.8807,positive,True
75149,@andrewpowell1734,24/7/2023,14:02:27,0,youre surprised there was feminism in a barbie movie,http://www.youtube.com/channel/UC_q6LXjtlcZh5Fz26oyGpKw,0.2263,positive,True
75150,@tumppuman,24/7/2023,14:01:06,0,woke w w w feminism w w  you right wingers are pathetic,http://www.youtube.com/channel/UCDD5W8QSSXFy_c0PSkaonIw,-0.5719,negative,True
75151,@IntergalacticDustBunny,24/7/2023,14:00:58,1,i saw the barbie movie this last saturday and the theater was pretty full i would say it was about 70 women in there i saw that many of them were college aged to their 50s i realized then that it was mostly old school 3rd wave feminists in there the ones who loved the days of pink vagina hats posting men are cancelled on facebook and desperately want those days back many of these women would be called terfs in the modern lgbtq sphere because they resent this sudden encroachment of transmen into their spaces and the barbie movie is a celebratory call back to that type of feminism yes most of them are misandrists too i sometimes wonder if these old school misandrists think that transmen claiming they are women is some sort of elaborate altright plot to subvert and destroy the feminist movement from withini find the idea amusing,http://www.youtube.com/channel/UCzFSP-59W_iuYfOztt3BOZA,0.5994,positive,True
75165,@t.s.adrian8785,24/7/2023,13:36:35,1,if you have a drinking game where you take a shot every time the barbie movie says patriarchy youd die of alcohol poisoning in an hour,http://www.youtube.com/channel/UCZ0XVjH_2_Jr_7yu-AHOtqA,-0.8271,negative,True
75172,@torbenkristiansen2742,24/7/2023,13:17:28,0,feminism is only a vessel for the new world order,http://www.youtube.com/channel/UC4AErtVnD0d4X0ChvuaU93g,0.0,neutral,True
75182,@harekrishnameditations7831,24/7/2023,12:56:38,0,i saw completely different angle in the real world patriarchy does exist women are objectified and now we even have them used in battles as tool for gang rapists who are on a political agenda look at manipur india at present i saw barbie giving ken a message to find himself independent of needing barbie and she also needed to find herself and know who she really is the message to me was instead of having competition between the sexes over who is superior who can dominate whom like reflected in barbie land matriarchy and reflected in real world as patriarchy both of them fail to empower anyone towards being themselves and being kind and compassionate and having qualities of goodness which are above gender,http://www.youtube.com/channel/UC2BGRr9d1JA-bVOxv3XDLgg,0.7269,positive,True
75192,@neveronhereXD,24/7/2023,12:39:40,318,ironic enough after seeing the barbie movie i might actually be more inclined to support the patriarchyeven though im a woman the movie tries to depict ken as the bad guy but it only manages to humanize him,http://www.youtube.com/channel/UClN8La3XoFnq3dP_iRlCwrQ,-0.1326,negative,True
75196,@Starkiller2725,24/7/2023,12:32:47,0,i honestly believe it was way less of a propaganda then people claim it to be and than i myself expected it to be someone else has pointed out thoughts similar to mine but i will say it anyway we literally saw how disrespectful they were to the kens and when he learned about patriarchy it took him like 5 minutes to not only establish itwhich honestly implies that the barbies were all really fucking stupid but also to make everyone in it happy which was never the case before then it took barbie and 3 others the whole last act to undo itpainting them as not so competent but at the same time as more manipulative and full of double standards this in my eyes literally destroys everything modern feminists try to prove,http://www.youtube.com/channel/UCofoDK5uOrpk1kgv6czFibw,-0.1619,negative,True
75206,@Trewq79,24/7/2023,12:04:16,0,"politics aside this film was a worse attempt at the lego movie both films are about parallels between two different worlds and the growth of characters between them but lego movie is much more coherent and well written barbie is just all over the place with its conflicts and character decisions

politics included its incoherent and extremely biased how are all the barbies able to fall for the patriarchy that easily why does the film end with a happy barbie society run entirely by women who kicked all the kens out and thats not an issue i guess but the human society thats run by men an absolute nightmare to live in why is it there is not a single male character with any semblance of intelligence and independence while theres not a single female character with any semblance of stupidity the middle school girl is better spoken than like 98 of adults comparing the mattel board of men to the barbie council board of women you can clearly see what the director thinks of men versus what she thinks of women

the level of manipulation needed to create this men bad women good society is just insane",http://www.youtube.com/channel/UCpKc7I8wFj-2gNIJwzTQzEg,0.8958,positive,True
75223,@justinpassing4003,24/7/2023,11:30:36,0,"its not feminist propaganda its misandrist propaganda

one promotes a healthy balance between the two sexes and the other is genderflipped misogyny thats no better than its counterpart",http://www.youtube.com/channel/UC0Q3AlB930RM7sqOY0n6oNg,0.3472,positive,True
75229,@forouzanrahimi8987,24/7/2023,11:15:08,0,am i the only person who thought the movie ridiculed both patriarchy and feminism,http://www.youtube.com/channel/UCXXn3-hxnWbTU7GEG3G-hYQ,-0.3612,negative,True
75242,@CSWRB,24/7/2023,10:40:29,0,if china was smart they would ban this dumb movie to prevent their women from being radicalized into feminism,http://www.youtube.com/channel/UCetOOnLtq2lYCqOGXeG4uOQ,-0.6883,negative,True
75248,@ErikDeMann,24/7/2023,10:23:06,1,"the irony being that the feminists raged against that doll for decades starting in the 70es because it was everything they didnt want girls to grow up to be you know pretty and in good shape because they were generally every bit as unattractive back then as they are today
looks like they found a way around that by making barbie just as hateful toxic and psychotic as themselves more gender poison and division injected into the world yay feminism",http://www.youtube.com/channel/UCzuss3lkcQyghgXMMxSE2kA,-0.3183,negative,True
75253,@chelseapoet3664,24/7/2023,10:10:25,2,if this feminist fantasy land actually came true and women held all the positions of power they wouldnt be attracted to any of the men a mild version is already happening  women are doing better on average economically than men until they have a baby which they are putting off later and later because they cant find enough higher status men and  or because they are having so many casual encounters that they lose the ability to pair bond long term and or because feminism has convinced them that career is more important than love and family then millions of these women wake up in their early middle age and realise theyve missed the boat in terms of finding a quality match then they settle for some chump or of course cats and the bottle,http://www.youtube.com/channel/UCs8BsdUBqNvQKBJo3NJ2gtg,0.9022,positive,True
75258,@oscar.9017,24/7/2023,9:53:41,0,"i saw it with my girlfriend and it was enjoyable  it was fun and somewhat engaging eventhough i did not have barbies as a kid
however my girlfriend also agrees that this movie was a an uneceserry feminist film
we didnt understand why was it okay to supress kens plus the movie would have been so much better in its mesaging that in the end barbies and kens together can be amazing and can be  whatever they wantand not be about separating the two 
how can you be loving when you are actively working on hating
for example in the end kens coud have been whatever they want  just like barbiesinstead what we got is that its okey to supress kenshmm but the other way around is somehow unacceptable it is not good any way around btw
basically the other half of the movie was feminismthats not what we signed up for
despite that we had a great time and it was fun to watch together with my girfriend",http://www.youtube.com/channel/UChFgjd5_rtmXPIDl7G7P3JA,0.9416,positive,True
75266,@mattswisher8384,24/7/2023,9:25:16,1,was this movie promoting feminism or making fun of it,http://www.youtube.com/channel/UCRwic2tD5W3_5d72kpzKpdA,0.7003,positive,True
75272,@wokkyminniecon9803,24/7/2023,9:04:25,0,the barbie movie is sort of like the up movie where the balloons that are so colorful and glamourous they want to lift up the house into the sky with some funny and great moments except in this the weight of the house the feminism bad editing and bad plot are too big for the balloons to be lift up,http://www.youtube.com/channel/UCXe2N9pLZFW71tfa1KEL7vA,0.6976,positive,True
75301,@matuyel7862,24/7/2023,7:44:07,1,idk youre usually spot on but this is a pretty shallow read of the movie first off its a comedy so a lot of the stuff was tongue in cheek and the feminism was represented just as ridiculous as the hyper masculine in a kind of over the top way even the big feminist speech was just a plot tool and ken got a very good amount of screen time and character development to the point where i was in the movie theater with my gf and she was crying on the emotional barbieempowerment parts while i was literally sitting next to her rooting for the kens  it was fun it was lighthearted with an absurdist fourth wall breaking humor and even a kind of balance matriarchy in barbieland patriarchy in the real world i wouldnt go so deep on this tbh,http://www.youtube.com/channel/UCDg01XcZ6DBPJn6w0zDHwjw,0.9592,positive,True
75305,@keffbarn,24/7/2023,7:32:02,0,good review however i would make a distinction between post feminism and ordinary feminism feminism is about fairness and equality between the sexes while post feminism is taking it a step further and reversing the power dynamic effectivly advocating for a matriarchy,http://www.youtube.com/channel/UCXkrCFyBkv0s2OlGyEWsHRQ,0.6705,positive,True
75307,@rowankeenan6116,24/7/2023,7:29:58,1,jesus girl could you hate your own gender any more the film plays a bit on how men basically run the world and what would happen if that was switched but you just complained and took things out of context complaining about how feminism is bad the men arent gonna pick you lmao get over yourself and reavaluate your life choices,http://www.youtube.com/channel/UCs0csreXw0Vu6GGrwS3raSg,-0.7067,negative,True
75308,@stevendunkley8284,24/7/2023,7:23:11,1,"barbie is everything but he is just ken
unless ken chooses to identify as barbie to enhance his prospects and usurp her that way
the patriarchy always wins gang",http://www.youtube.com/channel/UCg4eFDj35RekWIesi4UMzTw,0.8338,positive,True
75311,@memoryhero,24/7/2023,7:09:37,4,its not even feminism  its just misandry,http://www.youtube.com/channel/UCmYeDj2IWPAAT2ekyrYs7Vw,0.0,neutral,True
75313,@kaimengquek1952,24/7/2023,7:04:40,0,"the starting of the movie shows how feminism destroyed the traditional women role and encouraged abortions

barbie ruled resulted only the females being happy which is fine since barbie is the main lead in that world
but when ken took over within a day both sexes are now happy and the barbies were told their happinese was due to being brainwashed 
then it shows that kens men actually just want to be respected and will do anything in their power to make their women happy while women will conspire to fk up mens lives

it is a very confusing movie i dont know if it was some woke sit propaganda or just diguised as a woke sit propaganda

and no theres no fat barbiestop trying to put obesity in a good light",http://www.youtube.com/channel/UCjAVxi4XQWvEgpJLUjWdGjA,0.9402,positive,True
75316,@Waffle4569,24/7/2023,7:00:04,0,its not feminist its radical feminist feminism is explicitly about equality the movie literally points out they have the opportunity to introduce equality and they say nope we want oppositely charged inequality cause men did it first,http://www.youtube.com/channel/UCNX6TIa-8aoYV0yvQAQS-1w,0.1969,positive,True
75317,@loki76,24/7/2023,6:56:58,0,"the funny thing is it truly shows how terrible feminism is

feminism according to the movie only women rule barbieland not women and men equally but that is ok because its women
it also shows hey flirt with the other men aka cheating and thats ok when women do it in barbieland ken is just a fckboy and not a real man with any say

movie ends up showing  a feminist dreamworld of women cheating having bodycounts zero accountability behave like children and do not want any actual equality but just their way 

its almost as if greta gerwig is a 4d chess player antifeminist or so stupid she doesnt realize how bad it looks i assume the latter feminists arent the brightest in the bunch i mean look how hard they are working to figure out what is a woman",http://www.youtube.com/channel/UCiAfZDdByCeQau4E8KNIgqA,-0.8919,negative,True
75329,@EvilExcalibur,24/7/2023,6:36:17,0,"nuanced writing
feminism

pick one",http://www.youtube.com/channel/UC-Ji-ZDsKQL_bVTdBbe_fOA,0.0,neutral,True
75335,@NWthinkout,24/7/2023,6:22:02,0,"there was no life before feminism did you not know i wouldnt have believed such people exist if i hadnt met them myself
thank s for the video",http://www.youtube.com/channel/UCMJlxu0g9m2pROEzuqkc11g,0.0772,positive,True
75340,@genghiskhan5701,24/7/2023,6:07:17,17,i mean if they wanted to show a movie of an evil oppressive patriarchy taking over they should have made ken end up in saudi arabia convert to islam and turn barbieland to the islamic emirate of kenistan before barbie enlist the help of the gi joe to invade and liberate barbieland as the kens wage a protracted guerilla war,http://www.youtube.com/channel/UCkIIVJyzMcuLmYmtr0Gkgiw,-0.8519,negative,True
75341,@theadmiral4625,24/7/2023,6:06:44,2,kens patriarchy is as realistic as barbies world is which is to say not at all cmon its like a 5 year old pretending to be a cowboy bill clinton its funny af,http://www.youtube.com/channel/UClhlYzuCKossUYK5PgpJtUQ,0.7003,positive,True
75344,@lazo3251,24/7/2023,6:05:20,0,"the movies message is very hypocritical because it claims to promote feminism but actually promotes female supremacy women ruling over men not the equality message that feminists tend to preach the barbies getting their world back from the kens is seen as fair and equal even though it is literally a matriarchy where the men are just there to entertain the women and dont even have their own houses they switch from patriarchy to matriarchy but never mention it

i am a very liberal person and i am completely for equality but not female supremacy and besides if it was just a few references it would have been fine even then but the problem is it is the films main plot the whole point of the movie is to lecture to men why they shouldnt be the ones in charge and make them appear as buffoons as morons who cant do anything right thats what i despise about this movie the women are never portrayed as idiots except when they are in a brainwashed state yet the movie claims to promote equality thats the problem with radical feminists like the films director greta gerwig i guess next time before i pay for movie tickets i am going to actually read the critic reviews and make sure that the filmmaker is not a radical moron before i make my decision this time i just foolishly picked the movie based on the eye candy i saw in the trailer and yes the eye candy was there throughout the entire movie but thats the only good thing about the movie everything else was horrible ryan gosling is a great actor but in this he is portrayed as a weak spineless man and the few times where he is portrayed as strong it is only in a stereotypical way to make fun of him if the movie really preached equality it wouldnt be so focused on making the men appear as idiots or promoting a female dominated society it is because of that kind of stuff that plenty of people including some women are against feminism",http://www.youtube.com/channel/UCOM0fiV0hl3H38BLNM_baxQ,0.9756,positive,True
75359,@davidramirez3531,24/7/2023,5:23:42,7,i think the barbie movie is smarter than everyone thinksi think it has several layers its not clumsy its dreamlike even nightmare like i think greta feeling and margot robbie are brilliant  one layer is the weird comedy then another layer is the barbie fandom another layer is the super feminism but in another layer they are ridiculing and making fun of modern feminism but many people arent getting this,http://www.youtube.com/channel/UCs3ceKf1Lgq6dRKD8ridz6Q,0.8402,positive,True
75373,@momomomocensoredbyyoutube9085,24/7/2023,5:02:14,0,doesnt feminism mean equality for women doesnt this mean the barbie movie is then wildly antifeminist,http://www.youtube.com/channel/UCBXs-2T0Z8GB-32O7C3g3bg,0.0,neutral,True
75383,@I-hate-youtube797,24/7/2023,4:46:22,0,patriarchy is bad and oppressing women isnt okay i think anyone rational and sane can agree with that but if you want to send a message about patriarchy you dont do that by trying to push matriarchy and saying that men should be the oppressed ones i thought feminist wanted equality tbh i do agree with the first wave and even some of the second wave feminists but these new feminists are just female supremacists they dont want equality they want to dominate men in the ways men used to dominate women and they are trying to justify that with this wretched bastardized version of barbie and it pisses me off this is such a toxic movie and doesnt help gender relations at all,http://www.youtube.com/channel/UCY_um-NSPstqQIwFk80bitQ,-0.9447,negative,True
75401,@rachelrasmussen1101,24/7/2023,4:13:23,0,patriarchy means rule of fathers and there is exactly zero girl bosses without patriarchy this may shock you but if the bigger stronger dude doesnt want you in charge you wont be in charge but because men with wives and daughters banded together to create a society that lifted women up we were able to walk around freely real feminism empowering women and intellectually freeing them from menial labor and real patriarchy rule of fathers for the protection of women and children against monsters are not antagonists theyre one and the same just like fake patriarchy men being horrible  and fake feminism women being horrible are also pretty much the same,http://www.youtube.com/channel/UC8iUNeXfguZ4xqKP0-qvMcw,0.7687,positive,True
75407,@dareedle,24/7/2023,4:05:30,0,the movie is a mixed bag and like her last flick greta fails to stick the landing she can not close out a movie  i went with a 52 year old girl boss genxer and a 15 year old daughter and they said meh like the meh m and m and it was too slow  the problem with new age feminists is that they literally suck at their messaging thinking that being trite sarcastic and screaming patriarchy over and over will win the day  give the likes of maria bartiromo martha stewart and lisa guerrero who made it in a mans world despite all the challenges  my daughter and i agreed that great cant really write compelling charactes there was no real character arc in the disastrous third act  ken doesnt grow the mom and daughter already made amends in the second act and barbie saves the day but doesnt really grow as a character besides magically knowing what a gynecologist is despite her so called navet of the real world  its like the person who green lit the project from mattel wanted to kill the mattelbarbie brand as much as possible really,http://www.youtube.com/channel/UC2wLqatAn9wf1XlK5Z84fPA,-0.7715,negative,True
75418,@OffensiveGen,24/7/2023,3:47:36,0,im genuinely confused by this movie feminism wants people to hate the idea of patriarchy and think that its vile however though this movie used the word patriarchy it never painted it as vile or woman hating it painted patriarchy as resentment from unrequited love and guys just having fun it feels like its as if this movie has two writers ik it had more but im painting an example one wanting people to hate patriarchy and the other making fun of how absurd the idea of a patriarchy is i know the movie wants you to think it has a blatant feminist message but it either utterly fails at it or intentionally satirizes the big boogeyman of the patriarchy,http://www.youtube.com/channel/UCJedKxopEgzcBBrfcc9Kugw,-0.887,negative,True
75422,@DanielThorne,24/7/2023,3:44:13,0,"the barbie idea you had sounds like something similar to what one of the animated barbie movies did

as for this movie there were parts i liked the fashion being in barbieworld the dancing  the negative feminism and the sexism towards both sexes the depiction of men brought the movie down for me character development is also missed out on",http://www.youtube.com/channel/UCowoY5jNUfX2nQYgm8ECNnQ,-0.1531,negative,True
75426,@blaska7131,24/7/2023,3:40:39,1,as a woman you can thank feminism to be able to earn your own money have your own bank account have the right to say no to your spouse etc but history shows that there were always brainwashed women like you ranting against feminism going to far for each of those changes you would have been one of those marching agaisnt womens right to vote,http://www.youtube.com/channel/UCo79aigHLtZza2j_9u_cpPA,0.5267,positive,True
75435,@leonemaledetto1500,24/7/2023,3:30:23,1,"i really liked this movie

loved to see the patriarchy in action even if it eventually lost it was nice",http://www.youtube.com/channel/UCzoufJE1vZdJHrEExqd_oFA,0.8173,positive,True
75470,@jenjenroxmysox,24/7/2023,2:58:25,0,"i saw the movie i liked the campy jokes and all the barbie referencesand yes i wore pink when i watched the movie but then when they talk about feminism and the real world that just makes me roll my eyes 
the movie isnt for kids and she should be called existentialism barbie

oh yeah and i hated the debrainwashing speeches",http://www.youtube.com/channel/UCTReWmYO0ruJOHVC5Y9m9MA,-0.1901,negative,True
75480,@terrafound,24/7/2023,2:49:47,1,well i really enjoyed the movie and im a hardcore libertarian and individualist i think what lauren and ben and nerdrotic and ryan kinel and every other rightleaning youtuber is missing is that its a comedy that doesnt take itself seriously at all did you like anchor man because that also had this overt men suck premise but if you saw it you understand that the men suck narrative is simply what drove the comedy and all the characters in anchor man were still likeable relatable characters and thats what barbie is yes ken is literally trying to establish a patriarchy in barbie land and thats what is so funny about it hes not evil hes pathetic like almost everyone else in the film and the only serious aspect of it was barbie realizing what real humans have to go through and that wasnt a feminist message it was a libertarian everybody needs to figure out whats right for them message,http://www.youtube.com/channel/UC2TpFy78satIKZQnU9TDCSg,0.9841,positive,True
75515,@patrickjennings431,24/7/2023,2:23:26,380,remember the old days when female protagonists are actually likeable and relatable with good storytelling i miss that good video lauren,http://www.youtube.com/channel/UCEGa0T06UFClKQecQqJT52g,0.802,positive,True
75520,@stevenjames1138,24/7/2023,2:18:02,1,feminism has become nothing less than pure misandry,http://www.youtube.com/channel/UC1AJ45JONiIcOAkyOgVEvhQ,0.0,neutral,True
75525,@mailfraudvoter6620,24/7/2023,2:10:05,0, patriarchy ,http://www.youtube.com/channel/UChpslAdtIt2KxWOSvhEYqww,0.0,neutral,True
