Order,Reviewer_Name,Date,Review,Sentiment Score,Sentiment Category
693,kellybegeny,27-Jul-23,very light spoilersi didnt go into this movie thinking i would love it as much as i did i went because i have 9 and 6 year old girls and especially the youngest loves barbie there were definitely jokes that were not appropriate for them but went right over their head but they very much enjoyed the moviethe message was great and ryan gosling stole the show as a dopey ken margot was great as barbie as were all of the actresses who played barbies i especially loved america ferrera in her role she was greatthere were many times i cried in this movie because its so on the nose about being a woman today and it hit me hard having two young girls i did not expect to shed any tears so that was a surprisethe reason i gave this an 8 instead of a 10 is because there were definitely some plot holes like why barbie had to bring america and her daughter to barbie land and what the very bad thing that would happen was per the execs by barbie leaving the barbie world many things werent explained or didnt make much sense but it was still a joy to watchoverall i loved the movie and im so glad we went all women should see this movie,0.9934,positive
694,mandana-a,21-Jul-23,it seemed like they wanted the barbie movie to be bigger like have this great big message for the audience bring a whole lotta inspirational stuff but the plot was all over the place cause of all this preaching leading nowhere its comedy tragic musical hopeful inspirational and the list goes on just a mess of a rollercoaster the preaching is just cringe and too much and when you think about it it gets hypocritical they wanted to fit so much into this movie but it didnt flow and work together they didnt finish the ideas they started no sort of development to be frank only good thing about this movie was ryan gosling in his role of ken he carried the movie and did outstanding other than dont waste money energy time like just dont go at all,0.9757,positive
695,bottledorangejuice,31-Jul-23,this movie was a great way to redefine what barbie stands for teenagers and adults  as well it was a great way to open up a thoughtful conversation with kids and adults about common world problemsnowadays barbie is held at a standard of just being pink and girly and frilly but this movie did such a great job redefining it showing how the barbie universe was so relatable in the most unlike of ways was mindblowingaside from the movie addressing things like feminism patriarchy matriarchy selfesteem etc barbie brings up an array of positive character development traits throughout one of the main was how in the beginning of the movie  she was settled with her life and didnt want anything to change and during the middle didnt want to take any accountability or initiative when the kens took over but as the movie progressed it didnt a great job of showing barbie taking action solving problems and making life changing decisionsthere is so much good to address in the movie for the people who didnt get the point of it they have to rewatch it with an open mind because there is so much to unpack in it the cast the music the script,0.9636,positive
696,danielzhora,24-Jul-23,salute to the marketing department for creating a buzz like no other hyping up a film based on what many girls want or dream to be probably 1 point for margot robbie who is perfect as a barbielike character perhaps better becoming the brand ambassador of the brand and stars in all their adsthe film not sure whos their targeting children to convey the heavy social issues they are trying to preach or adults to watch this abominationchildrenkind of for apart from the abs of ryan gosling andor simu liu that they keep showing film the film tried to be funny  but the real joke is when somebody think that this is a film worth wasting 2 hours of their life ridiculous,0.5452,positive
697,elizaraek,23-Jul-23,i think the significance of barbie wasnt the fact that it was a fun joyous all around well movie i felt everything from the point being that women to this day hold such little power you cant want to be skinny you need to want to be healthy you need to show off but not too much nothing youll ever do will be perfect to anyone in power but along with this it brings up the fact that emotions are something everyone can experience and that its okay you can be emotional and logical at the same time its okay to not know if what youre doing is right i wont ever know if i was made to do what i want to do am i supposed to be an astronaut is that what my purpose is i feel lazy when i see that everyone is out having amazing times and im stuck in the same continuous loop literally everything that can make me me isnt actually me at all and the thought scares me in our world we want and fight for power yet nothing ever comes of it and this movie is the most beautiful way to showcase all of the world and what women truly do go through,0.9745,positive
698,damian_o_donoghue,22-Jul-23,i brought my daughter to this my eyes are still seeing pink a few hours later my god how much did the paint budget cost its pretty woke thankfully my daughter didnt notice it as much as she is young some good gags but woeful bland story margo robbie is good but couldnt redeem this dumpster fire of a movie ryan gosling also did his best with what he was givenmy daughter thought it was ok she told me that it wasnt as good as the other barbie movies shes referring to the animated filmsif you have daughters bored on summer holidays it will kill an afternoon but remember you are paying to be preached at,-0.0088,neutral
699,Diae_lamiri,21-Jul-23,this movie was such great experience to live its a fun entertaining deep and amazing piece of art it was very funny at times made me cry other times and made me feel nostalgic and warm and proud and all of these different feelings but most importantly it made me think i really love it when movies discuss topics that matter and shake your ideas a little bit i loved the cast the costume designs the music and everything in between margot robbie is a queen her acting was amazing and shes just the perfect cast for this role also ryan did an amazing job and so did the rest of the cast judging by the propaganda that surrounded it and the hype around it i didnt have high expectations but honestly i was pleasantly surprised also i have to say that the story of this movie is very very similar to free guy the one with ryan reynolds but it was done well so i cant complain,0.996,positive
700,kmkrhia,31-Jul-23,as most are saying the casting was great the costumes were awesome barbie land set design was on point the story could have been so much better it started out fine but dragged in the middle it became preachy we know we live it everyday mention patriarchy and move on i thought it would have been nice to show both sides working together equally in the end it might not have been realistic but we would have left the theater with a smile i was not alone leaving the theater thinking what was that all about i did not see too many children in the theater which was good because it would have been way over their head,0.9595,positive
701,t-65804,21-Jul-23,barbie is a very good start movietry to popularize the feminism idea to normal people many people just lack a point or we can say a chance to touch such idea after watching this movie i realized that men all over the world love to be fathers and love to preach women as the party being objectified are always in the status of the object being stared at when i saw let me show you in the movie theater all the girls laughed and this kind of resonance for a long time was very exciting lol the biggest surprise was the tribute to 2001 at the beginning of the film which i loved it is a good moral that civilization evolves when all women wake up,0.987,positive
702,daniju,23-Jul-23,i had my reservations going in due to the fact that this was directed by mumblecore maestro gerwig who was last seen modernising little women to ensure a more feminist ending but the trailers gave the impression of a fun dish out of water elf meeta enchanted vibeinstead we got an extended diatribe against men for two hours albeit amidst some funny scenes and lovely set design watching empowered millionaire actors writers and directors scream about their oppression by all men is not entertaining and i found it sad later to see all the excited littlegirls waiting to see the next show to know that they are going to spend the afternoon essentially being told of the evils of their dads sitting next to them in the screen,0.7997,positive
703,voakchrl,27-Jul-23,watched it twice and enjoyed it even more on the second watch definitely not the allenlightening and godsaving movie to the feminist movement but it does touch on a lot of issues in such a beautiful greta gerwigesque waythe barbiegloria gloriasasha and barbieruth interactions are so impactful for mothers and daughters teared up a few times and would have definitely full on cried if i was home alone while watching the movieryan gosling was so good at playing ken and making the audience laugh at him laugh with him feel bad for him get mad at him and understand himmargot robbie is just overall the perfect barbie,0.9702,positive
704,courthatesjunk,21-Jul-23,for a movie about a line of plastic dolls it managed to be the most deeply human movie to come out in a while ive dont think that ive walked out of theater at the end of a movie with the feeling of so much solidarity with the folks around me and im already trying to make a plan for seeing it again in theatersfrom the huge amount of artists work that went into making intricate sets that had the feeling of big broadway ensemble stage pieces to the soundtrack i cant say enough good things about this movie go see it take your teenagers or your mom but greta gerwig went and made something really special,0.7562,positive
705,AndyLianB,28-Jul-23,i went in the cinema optimistic as the trailer looks really good comedy entertaining but the trailer shows the only good scenes throughout the whole film the rest i never had a bloody clue what was happening half the time the film didnt make any sense what so ever besides from the first 30 minutes  the dance scene which was very well performed the rest was a catastrophei have to praise margot robbie for her performance despite the deplorable storyline her acting was outstanding on the other hand ryan goslings actingperformance was cheap cheesy  overall cringeworthy a massive shout out to kate mckinnon her scenes were the hilariously funny i love her originalityoverall not for me as the storyline is atrociously written  didnt make sense,0.9918,positive
706,WhereDoWeGoFromHere,4-Aug-23,i should be the target audience i am a woman in her thirties that grew up playing with barbie dolls malibu barbie stacy skipper ken and the likesbut this movie failed on so many accounts i cannot for the life of me understand what the message of this movie iswas what am i take away from thiskens have more fun no wait kens have all the fun they can be as stupid as they want and still get really cool songs to sing matchbox 20 is one of my alltime favourite bands  love me some rob thomas they get to take over in 48 hours not hard at all because barbies actually want to be submissive and they have an actual story arc although kinda leaning into evil territory that this movie could have had the title ken  and barbies do what barbies are what meant to be pretty and thats it that is indeed what breaks this barbies camels neck the fact that she isnt pretty anymore and then we get this superficial women are so torn monolog in the middle of the movie that missed all the beats it was meant to hit i am a woman was i meant to sympathise it was a meaningless chain of words strung together to form more meaninglessness couldnt have perfect barbie pulled herself up by her bootstraps no she needs the mom with her superficial observationsthe barbie i grew up with was humble she wouldnt have had this attitude of i know i am perfect although she of course was i was missing that toobut most of all and i cannot emphasise how important that is i hate that barbie doesnt get to have any fun in this movie i hate that she doesnt tell ken in the end that she cant be the one responsible for his happiness that he has to take responsibility for his own happiness i hate that ken is concerned with not having genitals in front of those real world workers it shouldnt matter to him at this point in the movie later on okay but even a genitalless ken seems to be afraid of others thinking he has nothing in his pantsthis is a minor quibble but the ladies in the beginning that i want to call sturdier than any barbie ive ever seen body wise were there ever such barbies i get that the movie wants to be inclusive but i never got to play with overweight barbie and i would have liked an explanation for their existence in barbieland just one line would have sufficedtheres so much about this movie that doesnt sit well with me but most of all  even on boring days my barbies had way more fun than this stereotypical barbie she was having real adventures and that is something sorely missing from this movie which means i as the viewer had no real fun watching it instead i was trying to wrap my head around how nonesensical most of it felt to melike my header says  squandered potential,-0.2251,negative
707,willster-83146,22-Oct-23,watched barbie tonight with the missus and we loved it such a wonderful message and deep existential concepts that i was not expecting from a toy movie its up there with the first lego movie in heart but almost feels like a maturer continuation of it and thats not even getting into the visual aspects of it from practical effects to the acting it was all top notch visually engaging and incredibly entertaining to say i had tears at the end of it sounds embarrassing but when the message the visuals and that score hit at the climax the rush of feelings i got the memories it unlocked down to the thoughts if everything my wifes gone through and will go through it was cathartic and heart wrenching all at the same time i have so much to say about this movie but i just want to bask in it for a while fantastic movie i cannot praise it enough,0.9696,positive
708,vanwierreinder,24-Jul-23,i liked the movie and really enjoyed myself watching it i did think the feminism was a little too on the nose sometimes but its difficult to make a film that caters to all audiences overall it was a job well done the set was beautiful and everything expected from a barbie movie simu liu and ryan gosling were showstealers as rivalling kens and margot robbie was perfectly cast i was also really surprised that the slogan a movie for people who love barbie and people who hate barbie caught the essence they didnt shy away addressing the controversies surrounding some of the barbie dolls and mattel as a company,0.9657,positive
709,geantarobert,26-Jul-23,in this movie you can see deep meaning sense of live you need to know just little things before or to be open mind and the whole univers will show appear for you most of scenes have a hidden or deep mening i am not going to write too much about movie because i am here to sustain greta gerwing and i am very grateful for her because she had the creep to made it maybe more director will do movies for our souls not just for actionadventureetcfor me it was the greatest movie who i saw it ever any people should see through rows and see the true meaning of the movie all my best to the greta gerwig 3,0.9381,positive
710,mkmaca,20-Jul-23,barbie movie is a comedy which is based on absurd plot twists and things which happen throughout the film it offers many laughs and has a lot of hidden jokes which add up to a great movie i was worried there would be much too many musical scenes but after watching it i believe they were put there with good reason and in just the right places the whole scene nearing the end of the film i wont spoil anyhting dont worry was just so well done i loved that the play on womenmale dynamics was very lighthearted but just serious enough there is apsolutely no menbashingthe kens were put in the womens places from the real world and men in the theatres watching saying that the movie is too feminist and is menbashing are failing to see their hypocrisy,0.9695,positive
711,philipvalchev,24-Jul-23,for me this is the most pointless movie ive ever watched i really dont understand where all this hype came from my expectations were not that high considering the type of movie but sill i waa not prepared for this  which is the reason why i leave my first review in imdbfor me this movie is just milking the barbie brand great cast though the sets the costumes the colours  these was perfect and the actors play so well that you actually cringe while watching so should you watch ithaha no dont waste your time and money spend some time with your friends instead and buy them a drink ,0.9515,positive
712,The_Lyllee_Evans,18-Sep-23,i watched this movie in the theater 9 weeks after its release when the crowd of the barbenheimer made its exit safely it was time for me to move in not dressed in pink none of the 6 of us in the audience was and watch it away from the hypeand boy was i grateful i didbecause the herds of my mid thirties millennial peers that saw it before me were hyped about the nostalgia of being a girl again they also singlemindedly agreed that this movie is such a feel good movieand it is if you ignore the sharp societal commentary the selfcriticism on mass consumerism and capitalist dogma our society is based upon the sexes are seeking validation from and at the end of the day our relationship with ourselves and anyone around us is defined sure womanhood and manhood are not deeply portrayed in this pink firework after all one of kens first lines is that pining whisper of i love you too whilst she waltzes off in her matriarchal utopia after all  thanks to barbie all problems of feminism and equal rights have been solvedglorias monologue can easily go above your head if the pretty dresses and perfect hairdos are flashing in front of your eyes its understandable not wanting to listen to her sum of womans existence in a couple of minutes to the point that it felt like a knife to the gut and i was trying to control my sobsi am sorry this is not a feel good movie greta gerwig is holding up a mirror to all of us and points the finger of accountability this movie will age as a fine wine and it will be as timeless as barbies last line that defines the origins of us all,0.9758,positive
713,manuupetraassi,23-Jul-23,the plot is interesting enough to make you feel interested and intrigued even if youre not a barbie fan or just not a fan of cliches it has a beautiful meaning behind it and its the best movie for you to watch if youre a woman  this movie is great  i usually dont watch movies with high hopes but i did with this one and still it surprised me  the marketing crew did an insanely perfect job  the hole mall was wearing pink and it helped people on building the hype for the movie the whole thing is genius the performances  specially ryan and margot  are outstanding and genuinely really good  the direction is great and the whole soundtrack is fantastic final consideration  go watch barbie  its worth it,0.9908,positive
714,tyqdkzvt,27-Aug-23,i think barbie is one of the most powerful movies to impact the world portraying men as the women in todays society and american culture is brilliant to me its movies like this that will teach the young how unfair the world is and thats okay the sooner we can help bring equality to the country like it was made for the sooner we can learn to help each other i will say its a shame greta wasnt able to do things her way because i feel like it was very apparent how much the story changed midway but either way it was a sweet message to every girl and their mothers an acknowledgement to the struggles women face that men have little to no idea about i really loved this movie and all the little allegories they used,0.917,positive
715,ksl93090,23-Jul-23,if it matters for an age perspective im 32 i really wanted to like this movie but it was disappointing the actors did a good job with what they were given and the barbieland costumes and set design were great but it was a poor storyline being a comedy there were only about 3 moments that i found funny i noticed the audience in the theater didnt laugh much either i think the advertising for this was better than the actual film the media really hyped this movie up and of course currently all the major headlines are rave reviews but its definitely not worth the hype i know i wont ever watch this movie again,0.9117,positive
716,ericliaw,20-Jul-23,film story line is great you can totally understand what does director and writer they create a unbelivable filmif you like barbie you must watch but if you hate barbie you must barely go to watch thisim never expect how can casting can be so professional to let margot robbie and ryan gosling being barbie  ken im barely enjoy their acting fun and enjoy their characther in this film like the acting coach saidmake believemoral of the stories in the critical world we are living in a terrible world we always hope we had an wonderful life but if we really live in a freedom and peaceful world we may be not having a perfect life in ourself go enjoy your life like a barbie,0.9863,positive
717,jcamilotm,17-Aug-23,the film not only talks about the role of women in society but also about how men are affected by the behavior and criticism of this repressed society full of hatred and misunderstanding both genders in real life suffer discrimination and minimization in labor fields parental roles etc and this is something the movie makes mention of but one has to be a bit more picky and watch the movie several times to understand the real message of the movie about the humor its okay but at times it can feel a bit fierce out of place not to call it forcedabout its music the film has several pieces but theyre not able to shine as well as the movie itself and just a few like what was i made for or dance the night away are remembered out of all the film has to offer,-0.9331,negative
718,hannahgawne,30-Jul-23,as someone who has been a fan of barbie since i was a little girl this movie was an incredible journey the set was beautiful the cast was great and the soundtrack amazing my favourite part though was its commentary on feminism and how the patriarchy effects both women and men negatively it was achieved in a light hearted and caring way the original hopes and dreams of barbies existence are brought to life as she is a doll to inspire girls and young women to be whoever they wish in a world which does not always cater to womens needs this film does a great job of holding us all accountable we now live in a postbarbie movie era and im so excited to see what the future holds,0.9897,positive
719,bandymex,21-Jul-23,its a shame because i love little women and lady bird barbie did not serveits a long ramble about how matriarchy is perfect and patriarchy is stupid im agreeing with the latter but the execution is just awful the ceo and corporate people of mattel started as a mock to men having all the top positions of a company as the movie goes theyre just there at the back of your mind and its unpleasant experience because they did not do anything after so many unnecessary scenes that couldve been meaningful for example whats the scene allan fighting other kens for there are so many seeds planted at once but none of them grew into their fullest potential here are some examples1 the mother and daughter relationship it started well the daughter is disconnected with her mother you thought the movie will revolve about fixing that problem no the daughter has no problem shes just a teenager2 mothers longing for her daughter the reason why barbie became curious about death is because the mother is playing with her barbie differently shes drawing weird sigh barbies you thought it was because she had a rough childhood and now is the time to heal her inner child no she misses her time playing with her daughter while it is an alright backstory i see no reason how it is related to barbie getting curious on death3 patriarchy its always shown that patriarchy is for stupid men and their horses the corporate people who are all men tries to catch barbie so they can send her back to barbieland but barbie went to barbieland and they still followed her it took them too long to get there for no apparent reason and when they get there it just gets very confusing why are they in there4 barbie wanting to be human this shouldve been the theme of the movie the point of the movie shouldve been about what barbie saw to make her realize she wants to be human but no it was only a few minutes when shes seeing people laughing and some people are sad after that there was no more of it they tried to push this in the ending but it just doesnt feel right because of the lack of motivation although it was expected they wasted the whole time with cameos and other meaningless scenesi am disappointed in this movie its not worth the hype,-0.99,negative
720,liewphebe,6-Nov-23,i enjoyed the movie about how last time kids used to play with barbie and showed how they would be like in real life it also showed that how barbie can be incharge of their own life in real life and not restricted with doing the same thing every day barbie is a very interesting movie from dolls going to real life and actually expericing life but its kinda sad for them knowing that their world is very different from the real world where men dominates and women works under the men overall the movie was a very good movie and would highly recommend to watch especially those who love barbie dolls,0.9581,positive
721,Leemis,24-Jul-23,didnt know what to expect was pleasantly surprised clean humor that honored the struggles of women internally as well as those who feel displaced culturally in the us liked that it spoke the the variety of people and our roles in society was a reminder those thatsuffer struggle sticking together through intelligence compassion and communication can make the world a better place and can be an amazing support structure it encouraged acceptance of people with differences people that dont look like you and challenged the battles over whats feminine or whats masculine after all barbie and ken have no genitals,0.9785,positive
722,jonakirohima,20-Jul-23,spoilers ahead  firstly ryan gosling was the only good thing about this film the stupid thing is when barbie went to the real world she hated how there were a lot of males in leadership positions even though in barbie land it is entirely run by females and then wonders why ken wanted to change things in barbie land when she felt the same way as ken in the real world this lead to ken being the villain and no it was not will ferrel character as the bad guy as he wanted to keep barbie land the way it was not to have ken take over so it was in fact ken to believed to be the bad guy then the really stupid thing comes at the end when she fights hard to change her home back into barbie land then decides to go and live in the real world which she hated because of the male dominance also the whole female dont have power thing is getting a bit old as these days there are strong powerful woman in successful leadership jobs,-0.9571,negative
723,cejanov,16-Aug-23,super boring movie it has a poor plot and everything is a cliche the barbie movie i watched recently left a lot to be desired the plot felt clich and predictable lacking any real depth or originality the characters were onedimensional and failed to engage my interest additionally the story quality was subpar making it difficult to fully immerse myself in the world they were trying to create overall i was disappointed with the lackluster storytelling and uninspiring execution of the moviewhy is there so much hype about this movie please dont watch this movie please its pathetic,-0.2263,negative
724,PhilClifford-Jones,9-Sep-23,although i had read varing opinions on the film i hadnt bought into them too much as i didnt want anything to be spoiled it isnt the standard kind of film i would watch but i found it fun colourful and heart felt with a sad honest but important undertone and message i dont see how embracing inclusivity equality femininity and respecting bodily and mental autonomy is a negative i think this film will make certain people uncomfortable and easily confused as to the message it is trying to convey but im glad they didnt dumb it down for those particular audiences and were brave enough not to pander my kids loved the film and it allowed for some discussion and reflection without breaking the fun vibe,0.9803,positive
725,giang-taquynh,23-Jul-23,the most political movie i have ever watched it is so confusing that you cant be sure what its target audience is it looks like they wanted it to be profound but putting too much woke content made it boring and cringe as a woman i honestly felt quite uncomfortable seeing how all the men in the movie were portrayed as stupid and shallow human beingsoverall 410 for good acting good music and good costumesi went to watch this movie as i heard it is not just an easy going entertaining one like everybody was expecting but touching and deep i was curious and i walked out of the cinema hall wishing that this movie was that simple as expected,0.9182,positive
726,InitiallyCameraShy,13-Nov-23,barbie is a delightful film that successfully blends humor with a heartwarming message the movie captures your attention with its witty moments and leaves you with a sense of positivity the storyline combined with the charming characters draws you into barbies world and keeps you fully engaged throughout while some aspects might be familiar the films unique twist and overall execution make it a standout with its combination of humor and a touching message barbie earns a solid 8 out of 10 rating its a feelgood watch thats perfect for anyone seeking an enjoyable cinematic experience,0.9843,positive
727,tropicalcrazed,10-Sep-23,i was hesitant when i put it on but wow i never imagined itd be as good as it is the acting was on point beautiful sets and an amazing storyline  plot  when i first attempted to watch it i thought it wouldnt be worth much so i was doing other things caught myself several times stopping to watch until i finally paused it finished what i was doing and sat down to watch it from the beginning and im so glad i did ive already recommended it to my friends glad i was able to take advantage of amazon having it to purchase as i hate movie theaters so it worked out well being as i can now watch it whenever i like which im sure will be often,0.9913,positive
728,steve-ruzicka,14-Oct-23,i was told that i needed to go deeper than the narrative and the images i tried but it did not work each argument was so cheap and the forced superficiality that i believe was required by the director did not attract my buyin even the finale with mama barbie came out so commercially as did the self ironizing mattel incorporationso i will find other movies where margot and ryans performance is far more notablefinal note there is only one barbie that would fit the role problem is that her performance would have killed the movie but i still like her which is bizarre paris hilton,-0.9052,negative
729,yxzgjnydf,20-Jul-23,went to the wednesday barbie blow out showing  i went into it thinking it was going to be a cute charming movie it wasnt anything i expected ive never seen a movie like this before on all levels from writing the sets every actor has such amazing range the way each scene transformed your mind set having you want more this movie was so good it was written with current real issues while also being nostalgic and filled with easter eggs while giving ode to the past and so self aware the writers and actors perfectly put into a scene the struggles heartache dissonance into everyday life while making you cry of both laughter and sadness,0.9609,positive
730,vstvhkvhs,23-Jul-23,first off i will look at the positive aspects margot played a beautiful barbie not only was she pretty her acting skills shined however i felt that the message conveyed here was poor inappropriate or unnecessary i left the theater not feeling great about myself or the world i did not enjoy how they had to put ken down to make barbie better perhaps that is not what we should do perhaps we should make everyone betterthere were several clever references to pop culture that i thought were good but perhaps they should have pop culture references that people seeing barbie would like,0.8592,positive
731,jacanny,26-Jul-23,when i heard that a barbie movie was coming out i had absolutely no intention of seeing it never mind watching it in an actual movie theatre i had every barbie doll as a young girl in the 60s even allen barbie was definitely not my role model and i am thankful for the live women who were my daughter went to see it with friends last week and convinced me to see it because it wasnt what i would expect i am so glad that i did not wear mascara i was in tears laughing yet totally moved by the message a movie that is both inspiring and funny is truly rare the cast and the message were perfect talk about girl power,0.9802,positive
732,nick-galanis,26-Aug-23,"have you watched barbieyes i am talking about the smash movie that topped the global box office broke records and made 1 billion dollars in just 17 dayswe watched the movie recently and couldnt help but think that the success was anything but coincidentalthis is the most successful movie directed by a woman everit champions intersectional feminism showing a world where1 black women can be presidents
2 trans women can be doctors
3 disabled women can dance and join the party
4 plus size women can be desired
5 mature women can mentor encourage and support younger women
6 men can be allies and support womens causeswhat i also loved is that the movie showed that1 men can find happiness when they decide to be themselves rather who society expects them to be
2 you can still be a man and cry and love yourself and support others without having to fight and prove your masculinity
3 women dont need men to be happy and vice versa
4 theres beauty in the mundane and everyday experiences such as going to the doctorit is obvious that the team behind this movie was incredibly diverseyou can see diversity of thought and willingness to include different people and groups in almost every scene  wow diversity  inclusion is not just the right and ethical thing for every company to do it is also something that creates masterpieces and makes  go barbie go diversity and inclusion",0.9982,positive
733,apriljosey-29034,27-Jul-23,so the barbie movie was mehtheres been a ton of hype about the films political bent and honestly yes the patriarchal nonsense is a bit heavy handed but thats not even what made it so badit was just dumbit was too long and nonsensical and i really dont know how to sum it up other than thati laughed a couple of times and one or two parts almost resonated with me but then it just went from relatable to preachy and i just eyerolled so hardit was mostly just boring and dumb and thats disappointing because it looked great the cast was great and it had such potential to be a great selfaware meta comedy it just failed so hard at doing thatmy summary barbie gains sentience fights the patriarchy becomes a real girl and goes to the gynecologistthis movie will not appeal to young kidsi can almost guarantee theyll find it boringits not a typical kids movie riddled with double entendres and overtheirheads adult humor its just adult humor and its not even particularly funny just my opinionit absolutely looks amazing it looks like it was made with kids in mind it looks like a nostalgia trip for moms and it looks like family funhowever with the exception of looking amazing it accomplishes none of that the mario movie did all of those things sooo much better in my opinion that movie was darn near perfectif you wanna see barbie go for it but if youre considering taking little kids i would not personally recommend it ,0.9902,positive
734,clerk8952,27-Sep-23,i was excited to see this movie because i heard gosling was so funny it starts out very strong the kens are laugh out loud funny gosling steals every scene he is in robbie isnt bad but they wrote her character to be emotional and boring in fact all of barbies are boring in comparison to the kens as the movie moves past barbieland it starts to struggle as the story develops there are several scenes from this point on focusing on how barbie robbie must find out who she is essentially these scenes drag on and kill any momentum the previous scene built the movie rams against the patriarchy often ironically the funniest scenes involve the kens and how the patriarchy benefits them then mattel comes into the story and that drags on this movie should have been 20 minutes shorter and focused more on overcoming stereotypes not condemning the patriarchy over and over legally blonde is a superior movie in so many ways,0.8197,positive
735,imanin-33081,3-Sep-23,greta gerwig should be proud of herself and so should everyone involved in the making of barbie because it was such a great film  i watched barbie on the first day it came out and the cinema was packed when it got to the scene where the mum was telling the barbies what its really like to be a woman the audience were clapping because they agreed and it creates such a lovely atmosphere that ive never been in or felt at the cinema  many people who havent watched the movie seem to have a problem with it because they think its just about feminism when its now because when the barbies eventually got there power back they didnt create a matriarchy like the kens creating a patriarchy but they found a way to live as close to equally as they could overall barbie is a great film and you should watch it no matter what anybody says because you will feel changed in a sort of way that you cant put into words after seeing it,0.9396,positive
736,isaacnicholaschua,30-Jul-23,i know that barbie is for toy story 2 3 and 4 but this barbie is something else like a doctor a sports girl a cow girl in the city barbie is being used as a toy from the beginning of the movie the kids started to break tea cups tables and baby dolls barbie went to ugly barbie to go to the real world to find her kid i surprised that barbie had a memory of her kid who used to play with her that she doesnt nt like anymore so ken takes over barbie island while barbie lies down on the floor like a toy barbie and the other girls makes the boys go to war the old lady and barbie thought about a little girl who loved playing with barbie so much,0.2357,positive
737,vesne_m,23-Jul-23,i knew barbie would be lame movie but i didnt exepct to be sooooo lame i went to see it just for the sake that this is the first movie of a kind and i thought there will be some valuable content somehow but this was such a waste of time dont waste your time and money to see this move its not worth it such a dissapointment from margot robi and ryan gosling to star in something this stupid and shlallow they couldve make something better with the story and the acting this was amateur level completely the scenery in barbieland was nive though i beleive every girl will see something she owned when she was little not recommended,-0.1708,negative
738,wicked-rick,17-Sep-23,so many people have watched this movie and have absolutely dissected it to be something it isnt just sit back relax dont overthink it and its so enjoyable a good laugh and light hearted film would definitely recommend its funny crazy and random but its written so well the little comments and mentions of certain things by certain characters make you chuckle the story is good because it isnt just a movie of barbie it covers what barbie was and who barbie was and where barbie went and also ken and allan they cover all areas and manage to keep it light on the story and feelgood at the end,0.9773,positive
739,cadylily,21-Jul-23,this movie is the definition of camp and fun cinema that also makes you think i dont think ive ever laughed as much and for so long as i did when i was in the theater watching this movie this movie is one of them where before youve even finished watching it the first time around you know you are gonna be coming back to watch it again and again i remember watching all of the trailers and teasers and being so excited for this movie but also scared because this could have either be the greatest movie ever or the worst movie ever and of course it was the greatest movie ever i highly recommend to anyone who wants to just have fun and laugh for the 2hour run time that flew by super quick,0.9805,positive
740,CatTheMovieCritic,27-Jul-23,"the movie is entertaining funny and it does touches on more serious topics there is times that it feels that those topics are too on the face and can ruin the passing but is rarely noticeablethe way that the characters evolution is natural and interesting and i can sympathise with a lot of the charactersis a fun movie and making a barbie movie a pg13 is a really risky but innovative way of representing this iconic character
is also really important to notice that the movie because of its nature is going to cause a lot of polarisation and hate i think that the movie could have been more subtle on delivering the ideology but i understand why they didnt do it",0.8922,positive
741,rheinrich-79821,5-Sep-23,a beautiful light tale about the development and conditioning of identity and self esteem and how it can lead to stereotypical behavior and dependency in relationships but also how a person can get the intuition that it feels better to make a choice for another direction in ones life the first steps in this new direction starts with a new physical sensation in your feet and emotional associations about getting older and dying in the end like in the little mermaid you have to sacrifice things that were important to you but once you stepped into this new world it feels like being born for the second time superb movie,0.9704,positive
